Gid,SE_T025_006,SE_T025_007,SE_T025_004,SE_T025_005,SE_T025_002,SE_T025_003,SE_T025_001,SE_T002_003,SE_T002_002,SE_T002_001,SE_T025_008,SE_T050_011,SE_T050_010,SE_T050_013,SE_T050_012,SE_T050_014,SE_T078_002,SE_T139_067,SE_T182_001,SE_T139_122,SE_T053_001,SE_T053_003,SE_T053_002,SE_T053_005,SE_T053_004,SE_T053_006,SE_T139_034,SE_T147_001,SE_T013_005,SE_T013_004,SE_T013_007,SE_T013_006,SE_T013_001,SE_T059_001,SE_T013_003,SE_T013_002,SE_T056_017,SE_T145_002,SE_T007_002,SE_T013_008,SE_T007_001,SE_T139_085,SE_T157_001,SE_T081_001,SE_T081_002,SE_T050_006,SE_T050_007,SE_T050_004,SE_T050_005,SE_T050_002,SE_T050_003,SE_T108_002,SE_T050_001,SE_T005_001,SE_T139_002,SE_T145_001,SE_T050_008,SE_T050_009,SE_T030_001,SE_T030_002,SE_T083_001,SE_T094_003,SE_T004_001,SE_T080_001,SE_T004_003,SE_T004_002,SE_T057_001,SE_T139_091,SE_T094_001,SE_T182_007,SE_T108_001,SE_T139_001,SE_T182_002,SE_T007_013,SE_T080_002,SE_T056_001,SE_T056_002,SE_T078_001
14000US04027001200,4.71,0.5,39.45,12.12,12.82,30.4,100.0,1.90318526572324,1932.024,3677,0,2.48,17.82,2.81,7.17,7.23,32.51,0,100.0,0,100.0,12.26,75.42,5.09,7.23,0,3.41,14,2.18,0,14.9,0,100.0,54067.8470254958,3.83,73.27,0.85,18.79,7.75,5.82,100.0,0,0.361,100.0,22.52,9.38,2.14,1.61,2.75,21.63,12.26,56.68,100.0,100.0,3.84,100.0,4.35,8.37,100.0,10.19,20729,22.66,100.0,100.0,50.83,49.17,48735,92.75,100.0,1.13,100.0,100.0,1.13,1.44,0.71,100.0,3.61,100.0
14000US26135970300,1.79,1.14,37.46,5.62,18.24,35.75,100.0,169.983947415973,9.906817,1684,0,2.9,11.41,17.43,8.09,11.2,52.78,0,100.0,34.48,100.0,17.22,62.24,3.94,15.77,0.83,31.03,20,0.36,0.53,0.18,0.18,100.0,36182.8042328042,0.18,97.74,0,16.34,3.98,0.83,100.0,0,0.4354,100.0,25.26,7.68,6.22,2.49,4.15,8.92,9.54,49.27,100.0,100.0,24.14,100.0,2.7,7.26,100.0,25.4,17347,27.51,100.0,100.0,49.17,50.83,28235,10.34,100.0,0.79,100.0,100.0,9.79,3.15,3.84,100.0,13.62,100.0
14000US04027000100,3.91,0.31,27.34,10.03,36.39,21.47,100.0,1.5396534655759,1527.616,2352,0.55,7.55,17.45,0.74,12.62,4.83,20.32,1.48,100.0,0,100.0,22.4,66.71,5.82,5.07,0,0.64,19,1.36,4.04,15.26,0,100.0,36753.0359355638,4.04,71.51,1.12,18.53,3.1,3.78,100.0,0,0.4503,100.0,9.29,9.65,3.96,0.62,1.11,9.41,16.21,52.63,100.0,100.0,0,100.0,7.67,8.17,100.0,7.14,14121,64.68,100.0,100.0,40.26,59.74,26250,97.88,100.0,0,100.0,100.0,16.6,0.43,2.23,100.0,12.27,100.0
14000US39001770200,5.31,0.31,21.96,7.94,13.81,50.66,100.0,85.9799381309875,57.38548,4934,0,0.33,10.73,11.65,12.51,7.64,36.95,0,100.0,8.82,100.0,18.58,64.19,7.8,9.21,0.22,0,36,0,0,0.26,0,100.0,57351.5469935785,0,96.27,1.52,10.08,7.52,3.47,100.0,0,0.4455,100.0,22.01,6.12,6.55,1.68,2.44,11.86,18.31,59.35,100.0,100.0,76.47,100.0,1.14,9.05,100.0,2.35,20719,24.75,100.0,100.0,50.69,49.31,41540,14.71,100.0,6.3,100.0,100.0,5.55,2.05,1.98,100.0,11.68,100.0
14000US06037191302,6.39,4.24,33.12,21.96,19.87,14.41,100.0,0.163121991298801,14651.61,2390,0,0,10.25,2.16,2.8,3.36,18.25,0.56,100.0,0,100.0,7.37,71.74,6.0,14.89,0,44.61,31,27.78,0.29,27.03,0,100.0,51580.9935205184,3.1,36.95,0.65,23.68,5.27,4.85,100.0,0.56,0.437,100.0,4.75,9.85,5.44,4.64,3.12,10.41,30.66,72.82,100.0,100.0,2.17,100.0,8.17,9.13,100.0,0,21855,88.88,100.0,100.0,46.11,53.89,38088,52.09,100.0,0.86,100.0,100.0,25.81,1.59,2.92,100.0,6.48,100.0
14000US06037191301,4.61,1.11,17.33,25.94,35.33,13.94,100.0,0.105612458436101,23018.12,2431,1.72,1.44,4.6,1.73,9.92,8.77,19.21,0,100.0,0,100.0,3.95,66.43,9.13,20.49,0,28.28,31,18.76,0,38.71,0,100.0,55815.806805708,4.15,32.83,1.98,26.94,3.09,5.55,100.0,0.57,0.4409,100.0,4.28,12.87,7.26,2.88,0.86,11.57,24.59,93.9,100.0,100.0,4.78,100.0,6.54,6.97,100.0,5.04,22638,91.0,100.0,100.0,53.39,46.61,40529,66.37,100.0,0.77,100.0,100.0,24.37,1.6,1.76,100.0,1.98,100.0
14000US42003522000,6.22,0.31,32.95,11.95,8.95,39.62,100.0,0.505101954140328,6452.163,3259,0,0,16.27,4.24,12.78,9.36,39.33,0,100.0,0,100.0,3.69,79.36,11.07,5.88,0,69.05,32,2.79,0,0.49,0,100.0,44124.4666666667,17.28,72.45,0.47,7.58,7.03,7.0,100.0,0,0.4836,100.0,17.8,7.66,8.95,8.2,2.12,5.6,15.04,58.97,100.0,100.0,30.95,100.0,5.81,3.96,100.0,7.69,20660,57.27,100.0,100.0,54.43,45.57,30902,0,100.0,0.47,100.0,100.0,15.8,2.88,3.6,100.0,12.8,100.0
14000US42051263000,3.18,0.64,19.19,10.0,8.05,58.15,100.0,1.51053248123157,2248.876,3397,0.8,0,12.8,7.05,18.23,7.46,47.45,0,100.0,0,100.0,12.07,69.61,10.45,7.86,0,0,24,0,0,0,0,100.0,46086.0058309038,4.15,89.23,0.66,7.18,4.15,6.62,100.0,0,0.4757,100.0,27.19,4.29,1.94,2.35,4.86,3.08,17.59,49.57,100.0,100.0,100.0,100.0,8.02,12.32,100.0,0,19847,31.63,100.0,100.0,52.37,47.63,31933,0,100.0,2.7,100.0,100.0,5.25,2.41,6.2,100.0,15.6,100.0
14000US48201511002,13.68,3.01,29.6,32.74,3.22,16.99,100.0,0.811223063581762,5039.305,4088,0.76,0,12.98,2.78,5.7,1.66,14.54,2.79,100.0,3.65,100.0,7.28,76.32,8.81,7.58,0,39.91,24,6.14,0,4.94,0,100.0,95927.9840848806,5.38,79.06,13.66,9.34,6.53,4.48,100.0,0,0.4351,100.0,9.86,7.09,0.53,1.36,2.55,25.93,26.42,67.52,100.0,100.0,22.96,100.0,1.26,11.75,100.0,0,54076,62.02,100.0,100.0,48.24,51.76,64762,30.69,100.0,0,100.0,100.0,7.16,1.27,0,100.0,2.92,100.0
14000US36047050000,29.89,6.26,17.4,21.4,11.18,13.33,100.0,0.0780802845418589,47310.28,3694,0.54,0,11.77,3.38,1.39,1.09,30.04,0.83,100.0,3.17,100.0,21.0,45.62,21.3,12.07,0,56.84,42,23.25,0.24,1.35,0,100.0,97971.5940054496,8.2,64.54,10.83,3.81,9.45,2.41,100.0,3.09,0.4397,100.0,28.34,1.75,0,2.35,2.11,19.19,50.75,60.95,100.0,100.0,16.36,100.0,3.62,2.6,100.0,0,39616,49.93,100.0,100.0,54.22,45.78,76290,19.7,100.0,0,100.0,100.0,45.37,2.57,2.25,100.0,7.43,100.0
14000US12086011009,10.52,1.83,31.2,19.13,12.61,24.25,100.0,0.720166271040638,8232.821,5929,0.46,0,18.33,0.58,7.64,4.74,17.12,0,100.0,1.38,100.0,23.16,52.39,15.15,9.3,0,7.52,39,2.66,0,0.42,0,100.0,75702.4783861671,24.2,65.78,1.33,8.08,12.7,6.93,100.0,0,0.373,100.0,7.55,4.11,2.82,1.12,6.26,13.28,30.58,74.03,100.0,100.0,2.05,100.0,1.7,8.85,100.0,0,22997,55.39,100.0,100.0,50.73,49.27,64940,89.05,100.0,0,100.0,100.0,4.44,0.83,1.21,100.0,4.55,100.0
14000US06037192300,18.52,6.81,13.31,47.95,3.38,6.37,100.0,0.339574546291334,7683.144,2609,3.65,0,6.83,1.44,0.3,1.44,19.55,2.17,100.0,1.08,100.0,4.2,65.47,8.57,21.76,0,58.46,29,19.59,0,8.97,0,100.0,146223.815967524,0.34,68.23,21.92,10.04,5.21,2.87,100.0,0,0.5022,100.0,10.62,0,1.74,0.66,0.96,25.24,43.76,64.97,100.0,100.0,19.89,100.0,3.84,13.79,100.0,16.0,83827,65.43,100.0,100.0,49.18,50.82,92419,18.4,100.0,0,100.0,100.0,1.83,2.61,1.42,100.0,3.38,100.0
14000US36077590900,14.0,1.73,23.93,23.47,7.27,27.27,100.0,1.09713635738853,2029.83,2227,2.33,0,8.71,2.73,4.49,6.16,31.95,5.98,100.0,0,100.0,15.48,59.01,19.17,6.33,0,60.68,14,3.5,0,2.96,0,100.0,60021.6441207076,3.77,86.8,1.98,5.3,6.47,2.96,100.0,0,0.4185,100.0,21.12,10.73,4.4,4.22,2.73,13.63,34.04,62.14,100.0,100.0,31.62,100.0,1.5,6.68,100.0,0,26507,45.58,100.0,100.0,58.6,41.4,50205,1.71,100.0,1.25,100.0,100.0,13.84,5.3,5.52,100.0,7.08,100.0
14000US25023524101,9.33,0.52,25.89,29.22,9.9,24.46,100.0,10.1437219014142,311.0298,3155,0.67,0,14.51,5.74,9.63,4.16,33.86,0,100.0,0,100.0,12.86,71.04,6.27,9.83,0,7.59,34,0.19,0.35,2.31,0,100.0,104648.484848485,0.35,95.82,7.63,1.03,5.86,0.98,100.0,0,0.3379,100.0,19.54,1.65,0,0.59,1.58,14.45,30.08,68.51,100.0,100.0,40.51,100.0,4.82,12.8,100.0,4.69,33349,13.06,100.0,100.0,47.7,52.3,98832,51.9,100.0,1.04,100.0,100.0,5.43,5.74,1.04,100.0,0,100.0
14000US48201250401,9.01,0.26,36.45,27.62,6.73,19.93,100.0,1.8074400344712,6781.415,12257,0,0.26,13.82,3.52,7.87,6.5,13.5,6.63,100.0,0,100.0,15.02,74.44,6.49,3.58,0.47,21.88,32,2.69,0.15,7.21,1.41,100.0,111461.47819274,15.96,69.31,10.0,5.09,6.5,3.27,100.0,0,0.4161,100.0,13.19,2.61,0.83,1.93,3.18,20.94,26.21,77.36,100.0,100.0,15.64,100.0,3.0,9.33,100.0,4.97,35759,11.75,100.0,100.0,57.71,42.29,89770,55.84,100.0,0.42,100.0,100.0,0.94,0.67,0.89,100.0,6.06,100.0
14000US28019950100,2.17,0.76,24.95,7.51,22.35,41.92,100.0,195.222624969691,14.17868,2768,0.33,7.6,6.85,13.13,15.52,13.63,37.91,0,100.0,0,100.0,19.82,61.52,4.38,14.29,0,0,37,0,0,0,0,100.0,44354.4871794872,11.34,88.66,0,17.56,2.89,0,100.0,0,0.3673,100.0,22.53,2.31,0.66,7.02,1.65,6.61,15.28,37.45,100.0,100.0,0,100.0,0.83,8.92,100.0,0,18617,13.19,100.0,100.0,50.87,49.13,35962,0,100.0,1.56,100.0,0,3.48,2.1,3.02,100.0,7.78,100.0
14000US36119005902,18.19,2.25,20.23,21.19,7.61,27.79,100.0,0.997624313317282,5194.34,5182,2.74,0,6.44,0,10.15,5.41,30.15,2.22,100.0,0,100.0,20.79,59.67,5.66,12.21,1.67,25.61,33,6.08,0,2.37,0,100.0,100708.839322594,18.8,68.93,7.72,6.87,5.06,3.82,100.0,5.99,0.4702,100.0,22.59,5.34,1.28,0.64,2.81,18.62,32.89,57.72,100.0,100.0,39.25,100.0,2.88,13.53,100.0,0,47879,53.2,100.0,100.0,47.86,52.14,75411,26.94,100.0,0,100.0,100.0,15.16,3.69,0,100.0,3.22,100.0
14000US36059517000,17.04,9.39,14.06,27.49,7.66,21.16,100.0,2.2229133880157,1614.548,3589,3.2,0,11.96,1.78,5.51,1.39,39.63,1.44,100.0,2.33,100.0,6.4,63.13,8.01,21.36,1.11,39.86,30,4.15,0,4.15,0,100.0,195721.163575042,3.96,87.1,33.98,5.41,3.01,0.64,100.0,0,0.4686,100.0,28.84,3.34,1.5,0.95,1.61,26.42,21.91,66.74,100.0,100.0,41.83,100.0,6.17,17.46,100.0,0.68,67218,17.88,100.0,100.0,54.14,45.86,140714,14.54,100.0,6.07,100.0,100.0,5.4,5.52,1.52,100.0,1.26,100.0
14000US22077951900,2.95,1.23,22.31,10.45,23.11,39.63,100.0,58.0090780343384,87.55526,5079,0.32,0,16.76,11.44,13.51,9.79,46.08,0,100.0,0,100.0,11.76,74.57,3.78,9.89,0,0,26,0,0,0,0,100.0,53912.0327700973,74.7,25.3,2.46,24.65,4.84,0,100.0,0,0.4871,100.0,20.74,8.88,3.88,5.21,0.59,8.24,7.13,45.94,100.0,100.0,0,100.0,0.96,13.62,100.0,40.52,21872,31.23,100.0,100.0,50.4,49.6,37483,0,100.0,0,100.0,0,16.54,2.89,0.72,100.0,16.74,100.0
14000US45089970900,1.25,0.81,29.88,9.98,21.83,36.0,100.0,116.686835614682,20.78212,2425,0.25,1.55,12.06,12.06,6.91,8.97,42.78,0,100.0,0,100.0,11.86,74.74,8.56,4.85,0,0,32,0,0,0,0,100.0,63301.4332965821,47.51,51.38,3.09,10.35,5.48,1.11,100.0,0,0.5302,100.0,23.59,0.82,17.32,1.65,3.51,7.73,12.47,49.36,100.0,100.0,0,100.0,4.43,10.52,100.0,10.34,24046,14.44,100.0,100.0,46.85,53.15,39821,100.0,100.0,0,100.0,100.0,12.46,1.44,3.53,100.0,8.27,100.0
14000US12081000704,1.18,0.29,12.85,3.84,36.06,45.67,100.0,0.955178556811846,6799.776,6495,0.11,5.21,14.48,5.13,12.77,9.23,30.89,0,100.0,1.92,100.0,8.95,84.45,2.35,4.26,0,0.96,23,0.65,0,1.45,0,100.0,38620.4888195528,38.49,58.38,0.47,31.12,10.08,1.03,100.0,0,0.3895,100.0,16.12,9.31,15.31,2.9,0.2,7.0,3.78,48.84,100.0,100.0,0.72,100.0,4.3,10.38,100.0,0,13772,55.17,100.0,100.0,52.46,47.54,30698,96.4,100.0,0,100.0,100.0,8.68,1.77,7.18,100.0,8.68,100.0
14000US06095250502,7.64,1.44,40.79,13.54,8.47,27.21,100.0,0.735485647037747,4291.042,3156,0.92,0,15.93,1.19,11.32,5.31,36.3,6.49,100.0,3.87,100.0,15.16,65.69,9.85,9.29,0,43.85,38,18.98,0,13.15,0,100.0,76925.4,15.46,42.55,4.3,11.09,4.63,9.85,100.0,0,0.4241,100.0,21.6,5.45,4.4,2.59,3.63,12.65,22.64,80.54,100.0,100.0,12.41,100.0,2.38,12.51,100.0,0,25843,30.1,100.0,100.0,50.86,49.14,62733,33.37,100.0,7.9,100.0,100.0,6.7,0.98,3.2,100.0,4.7,100.0
14000US06095250501,1.33,0.7,40.05,12.8,21.17,23.95,100.0,0.510207769302406,4404.088,2247,0,1.05,13.46,1.49,16.7,9.44,27.32,0,100.0,0,100.0,22.38,71.24,1.4,4.98,0,33.82,34,12.37,0,14.06,0,100.0,68575.1288659794,11.53,53.45,3.74,13.44,4.76,8.59,100.0,0,0.3784,100.0,15.98,6.21,3.5,3.23,1.31,11.54,13.55,73.75,100.0,100.0,6.51,100.0,9.88,8.65,100.0,0,24881,32.73,100.0,100.0,51.54,48.46,56250,59.67,100.0,0,100.0,100.0,3.74,3.74,3.87,100.0,2.96,100.0
14000US12086011005,1.43,0.3,22.25,11.15,33.23,31.26,100.0,0.858031388562418,7977.563,6845,0.39,4.85,10.07,3.92,14.46,8.02,32.34,0,100.0,0,100.0,17.19,64.47,5.25,13.09,0,2.0,35,1.2,0,2.1,0,100.0,63698.7269255251,21.04,70.56,2.1,26.56,8.56,5.1,100.0,0,0.4209,100.0,12.35,5.32,13.05,3.13,3.81,9.49,9.13,68.07,100.0,100.0,0.64,100.0,3.2,11.54,100.0,26.71,17969,27.63,100.0,100.0,47.29,52.71,52232,97.36,100.0,2.48,100.0,100.0,5.86,0.95,2.8,100.0,3.76,100.0
14000US12081000703,2.33,0.33,22.48,7.25,26.41,40.42,100.0,1.32326057109145,2150.748,2846,0.78,1.17,13.69,3.44,10.56,11.74,37.41,3.04,100.0,3.04,100.0,16.12,74.18,4.69,5.01,0,0,18,0,0,0.74,0,100.0,46714.2317380353,42.16,54.78,1.26,26.91,7.03,2.32,100.0,0,0.4275,100.0,26.32,4.23,12.99,2.97,0,7.04,17.53,60.21,100.0,100.0,14.64,100.0,0.47,14.16,100.0,5.84,16268,51.89,100.0,100.0,51.26,48.74,34781,79.28,100.0,2.02,100.0,100.0,20.28,4.46,8.06,100.0,7.56,100.0
14000US36047045000,5.86,4.69,17.58,26.17,10.16,28.91,100.0,0.0874104436005109,5880.304,514,6.64,0,27.11,0,3.61,7.23,23.4,6.67,100.0,5.33,100.0,21.69,55.42,10.84,12.05,0,32.0,36,0,0,0.78,0,100.0,100930.496453901,0,99.22,8.51,3.31,7.78,0,100.0,0,0.5811,100.0,17.02,0,0,10.24,0,15.06,25.3,60.22,100.0,100.0,56.0,100.0,0,11.45,100.0,0,27997,34.04,100.0,100.0,53.5,46.5,45938,0,100.0,0,100.0,100.0,24.11,0.78,2.84,100.0,17.02,100.0
14000US39035108301,4.52,0.5,24.82,11.66,34.67,23.82,100.0,0.529257278412101,2788.814,1476,0,0,17.16,8.17,2.96,7.34,15.71,3.12,100.0,0,100.0,11.48,71.72,15.15,1.66,0,91.01,19,38.41,0,6.5,0,100.0,33082.5136612022,23.92,23.92,0,12.8,3.46,7.25,100.0,0,0.4571,100.0,8.74,23.91,3.08,1.89,0.71,6.27,15.38,36.1,100.0,100.0,1.1,100.0,2.72,10.41,100.0,0,17253,71.99,100.0,100.0,48.92,51.08,25000,4.77,100.0,0,100.0,100.0,32.24,1.08,2.73,100.0,19.4,100.0
14000US42069110202,7.5,0.55,24.76,17.24,7.21,42.15,100.0,27.2038758480734,180.0479,4898,0.6,0,9.4,3.48,11.84,6.18,50.03,0,100.0,0,100.0,13.4,67.06,7.27,12.27,0,17.57,23,0.98,0,0,0,100.0,75639.9391789154,0.8,96.55,5.17,3.76,3.33,1.67,100.0,0,0.4012,100.0,31.47,5.0,3.96,2.39,3.39,13.49,27.15,44.6,100.0,100.0,82.43,100.0,3.66,10.05,100.0,25.33,31304,10.9,100.0,100.0,51.96,48.04,56325,0,100.0,1.22,100.0,100.0,3.19,3.9,1.52,100.0,2.43,100.0
14000US22071000300,5.72,1.21,28.27,5.94,19.69,39.16,100.0,0.245075652860168,5243.279,1285,0,0,10.94,2.02,10.44,2.36,27.42,0,100.0,0,100.0,12.96,76.09,4.88,6.06,0,35.71,30,0,0,0,0,100.0,34555.3930530165,89.42,10.58,0,23.19,3.35,0,100.0,0,0.4818,100.0,11.7,6.23,13.64,3.37,0,11.62,18.18,47.03,100.0,100.0,0,100.0,10.27,10.94,100.0,10.53,16864,63.07,100.0,100.0,54.94,45.06,23068,64.29,100.0,0,100.0,100.0,38.76,1.79,2.74,100.0,13.71,100.0
14000US51103030300,10.8,5.32,25.27,19.92,9.63,26.16,100.0,21.604875389384,175.0068,3781,2.91,3.99,9.63,3.93,9.69,8.78,54.19,0,100.0,0,100.0,12.64,67.91,5.96,13.29,0.2,23.26,24,0.37,0,0,0,100.0,76641.9934640523,16.19,81.65,7.08,8.47,3.07,1.8,100.0,16.28,0.4475,100.0,35.13,3.86,4.91,4.32,2.03,9.04,24.69,47.02,100.0,100.0,51.16,100.0,5.44,9.69,100.0,2.53,38488,26.8,100.0,100.0,51.41,48.59,57530,9.3,100.0,2.02,100.0,100.0,3.87,7.48,0.65,100.0,4.3,100.0
14000US47001020800,2.29,0.12,20.02,2.23,28.36,46.53,100.0,14.1026136028429,319.1607,4501,0.43,0,8.58,12.6,13.74,7.37,47.58,0,100.0,0,100.0,11.19,78.02,5.7,5.09,0,85.71,24,0.27,0.24,0,0,100.0,40625.0427837992,0.42,98.31,0,11.92,5.84,0.76,100.0,14.29,0.4614,100.0,23.22,11.39,7.24,2.01,2.21,8.24,12.94,50.29,100.0,100.0,0,100.0,4.62,9.05,100.0,0,16665,31.49,100.0,100.0,51.54,48.46,26407,0,100.0,3.59,100.0,100.0,11.41,3.22,1.54,100.0,13.52,100.0
14000US17031670100,0.85,0,36.54,7.37,21.53,33.71,100.0,0.126213712187083,9444.299,1192,0,0,12.72,7.98,10.22,2.74,43.91,0,100.0,0,100.0,15.71,71.32,7.23,5.74,0,0,42,0,0,3.61,0,100.0,44230.8781869688,93.88,2.52,0,27.35,4.28,0,100.0,0,0.4789,100.0,30.59,12.47,6.73,1.25,17.71,1.75,13.22,25.0,100.0,100.0,0,100.0,7.73,5.49,100.0,14.29,15265,60.34,100.0,100.0,58.56,41.44,35647,100.0,100.0,0,100.0,100.0,30.59,0.42,5.1,100.0,19.83,100.0
14000US17091012400,6.18,1.13,30.26,8.26,24.08,29.41,100.0,0.931317442397417,4843.676,4511,0.67,1.27,8.39,12.62,4.91,16.42,35.44,0,100.0,0,100.0,20.54,65.95,7.71,5.23,0.58,0,19,0,1.75,3.61,0,100.0,51804.8824593128,35.47,56.33,0.48,16.27,6.94,2.84,100.0,0,0.4034,100.0,21.76,4.33,7.6,3.64,1.95,6.65,23.6,68.15,100.0,100.0,3.1,100.0,3.64,4.96,100.0,0,19290,36.41,100.0,100.0,52.96,47.04,41733,96.9,100.0,1.15,100.0,100.0,12.48,2.46,3.07,100.0,9.28,100.0
14000US55025012001,9.43,2.2,34.22,26.92,6.46,18.94,100.0,8.98832118141088,954.4608,8579,1.83,0.29,12.17,5.79,8.86,5.31,17.96,0,100.0,0,100.0,15.8,69.95,8.13,6.13,0,52.17,24,7.3,0.03,3.85,0,100.0,99835.4101765317,0.22,88.02,7.13,3.06,7.17,0.58,100.0,0,0.3398,100.0,14.57,6.07,2.04,1.52,1.69,15.03,27.76,83.97,100.0,100.0,4.17,100.0,4.0,9.46,100.0,2.43,33964,18.14,100.0,100.0,50.67,49.33,87253,43.67,100.0,2.84,100.0,100.0,1.73,1.15,1.21,100.0,0.93,100.0
14000US36001013706,28.97,9.08,18.57,24.05,3.88,9.98,100.0,1.05881996364462,2073.063,2195,5.47,0,12.0,1.12,3.56,2.53,39.84,0,100.0,5.09,100.0,19.87,45.83,20.06,14.25,0,61.57,18,5.79,0,0,0,100.0,151601.451187335,0,89.25,24.01,1.41,5.01,4.97,100.0,0,0.4553,100.0,31.13,1.69,2.25,2.72,1.22,16.59,45.27,57.65,100.0,100.0,28.7,100.0,2.53,8.53,100.0,0,53064,6.86,100.0,100.0,50.57,49.43,112000,4.63,100.0,0.66,100.0,100.0,0,1.82,0,100.0,2.11,100.0
14000US36001013707,15.49,5.98,24.44,24.87,2.97,21.79,100.0,3.14210297499448,1928.963,6061,4.46,0,11.4,5.24,3.26,5.31,39.72,0,100.0,0,100.0,27.36,51.33,15.54,5.77,0,77.99,18,5.35,0,0,0,100.0,111325.165837479,7.95,82.87,11.03,2.08,4.24,3.83,100.0,0,0.4321,100.0,31.92,2.16,3.47,0,1.27,21.56,35.22,62.56,100.0,100.0,17.66,100.0,2.87,8.25,100.0,0,44911,16.63,100.0,100.0,52.83,47.17,86346,4.35,100.0,3.23,100.0,100.0,5.1,4.85,0.58,100.0,2.78,100.0
14000US39061021702,2.23,0.39,37.02,10.4,9.65,40.31,100.0,0.834467572822731,5055.918,4219,0,0,14.55,9.91,7.09,8.82,32.81,12.9,100.0,0,100.0,11.53,73.08,10.43,4.96,0,79.84,26,2.35,0.02,0.31,0,100.0,41465.1041666667,47.05,45.18,0.42,10.78,7.54,5.1,100.0,0,0.4223,100.0,10.31,8.24,8.19,5.43,2.92,5.89,11.27,73.55,100.0,100.0,7.26,100.0,8.4,9.29,100.0,0,19502,58.65,100.0,100.0,52.03,47.97,33549,0,100.0,0,100.0,100.0,17.45,2.44,4.79,100.0,10.78,100.0
14000US36001013705,8.19,1.85,34.51,19.25,5.17,30.6,100.0,3.30360835648659,1901.557,6282,0.44,0,13.97,3.04,8.55,3.16,43.66,13.39,100.0,0,100.0,29.15,52.79,7.92,10.15,0,48.91,22,2.79,0,0.35,0,100.0,84470.7132564841,3.25,93.62,6.7,4.12,2.88,0,100.0,0,0.4147,100.0,33.5,6.5,2.68,1.48,4.28,16.29,26.5,55.62,100.0,100.0,37.7,100.0,5.42,8.13,100.0,0,38187,25.0,100.0,100.0,51.56,48.44,65298,0,100.0,1.37,100.0,100.0,9.37,4.23,0,100.0,4.0,100.0
14000US36001013703,10.31,1.87,27.19,16.4,14.53,29.43,100.0,6.22905588751763,426.5494,2657,0.27,0,16.69,2.78,6.26,3.24,32.53,0,100.0,0,100.0,22.71,58.29,14.02,4.98,0,84.19,17,9.6,0,2.6,0,100.0,106674.048442907,18.03,69.29,4.5,2.42,2.79,0.49,100.0,2.79,0.3005,100.0,34.95,3.24,1.85,5.68,0.93,16.69,22.13,69.14,100.0,100.0,2.79,100.0,6.72,13.79,100.0,27.64,26767,13.67,100.0,100.0,39.14,60.86,104091,10.23,100.0,1.56,100.0,100.0,1.04,3.5,1.56,100.0,0.69,100.0
14000US47167040200,3.41,0.85,18.68,7.36,25.43,44.26,100.0,26.8671823962119,69.19222,1859,0,0,9.73,10.41,24.46,7.03,38.94,0,100.0,0,100.0,10.68,77.7,5.41,6.22,0,0,39,0,0,0,0,100.0,54475.9090909091,2.31,96.77,0.3,15.23,3.87,0.91,100.0,0,0.3991,100.0,22.27,5.41,4.32,1.76,1.76,7.97,12.3,58.61,100.0,100.0,5.26,100.0,2.43,12.43,100.0,13.91,20431,27.88,100.0,100.0,49.87,50.13,46125,94.74,100.0,6.06,100.0,100.0,6.21,0.38,3.64,100.0,10.76,100.0
14000US53033031601,7.78,0.99,38.28,26.04,6.92,19.78,100.0,5.66394014180761,970.7023,5498,0.21,0.13,17.06,4.54,7.46,8.08,23.6,2.5,100.0,11.94,100.0,13.3,73.31,6.97,6.42,0,32.5,35,3.91,0.18,4.58,0.49,100.0,113255.4,0.56,86.3,8.55,3.87,8.82,3.97,100.0,1.94,0.3381,100.0,19.65,2.66,0.94,1.82,2.27,12.78,28.32,82.54,100.0,100.0,25.0,100.0,1.85,12.1,100.0,4.55,41704,6.95,100.0,100.0,49.71,50.29,103977,26.11,100.0,6.85,100.0,100.0,0.5,0.31,2.75,100.0,2.6,100.0
14000US53053073114,2.04,0.22,39.93,6.08,11.08,40.4,100.0,2.66541698262695,1976.801,5269,0.25,0,15.66,6.03,16.52,7.38,33.99,0,100.0,0,100.0,7.25,70.03,7.92,14.81,0,31.97,40,1.23,0.32,2.71,0,100.0,58600.3305785124,5.5,81.86,0.72,13.59,5.56,8.37,100.0,3.69,0.3632,100.0,23.8,7.16,4.01,5.22,1.35,12.74,8.82,69.39,100.0,100.0,38.52,100.0,2.79,12.33,100.0,9.95,21087,27.27,100.0,100.0,50.94,49.06,48304,25.82,100.0,3.03,100.0,100.0,0.83,1.35,4.02,100.0,5.07,100.0
14000US53033031603,10.64,1.22,34.43,21.62,5.7,24.15,100.0,21.6238330061761,279.1827,6037,2.24,0,14.09,3.57,12.61,5.33,23.73,6.61,100.0,12.36,100.0,15.09,68.14,6.39,9.86,0.52,41.09,36,4.12,1.03,4.92,0,100.0,108437.636449929,0.56,83.72,10.68,9.13,7.42,5.65,100.0,0,0.3915,100.0,20.22,3.16,0.27,1.79,1.68,21.68,20.48,71.98,100.0,100.0,10.06,100.0,1.17,14.16,100.0,0,38468,14.48,100.0,100.0,51.78,48.22,84883,29.89,100.0,2.8,100.0,100.0,2.66,0.48,1.47,100.0,1.47,100.0
