Gid,SE_T025_006,SE_T025_007,SE_T025_004,SE_T025_005,SE_T025_002,SE_T025_003,SE_T025_001,SE_T002_003,SE_T002_002,SE_T002_001,SE_T025_008,SE_T050_011,SE_T050_010,SE_T050_013,SE_T050_012,SE_T050_014,SE_T078_002,SE_T139_067,SE_T182_001,SE_T139_122,SE_T053_001,SE_T053_003,SE_T053_002,SE_T053_005,SE_T053_004,SE_T053_006,SE_T139_034,SE_T147_001,SE_T013_005,SE_T013_004,SE_T013_007,SE_T013_006,SE_T013_001,SE_T059_001,SE_T013_003,SE_T013_002,SE_T056_017,SE_T145_002,SE_T007_002,SE_T013_008,SE_T007_001,SE_T139_085,SE_T157_001,SE_T081_001,SE_T081_002,SE_T050_006,SE_T050_007,SE_T050_004,SE_T050_005,SE_T050_002,SE_T050_003,SE_T108_002,SE_T050_001,SE_T005_001,SE_T139_002,SE_T145_001,SE_T050_008,SE_T050_009,SE_T030_001,SE_T030_002,SE_T083_001,SE_T094_003,SE_T004_001,SE_T080_001,SE_T004_003,SE_T004_002,SE_T057_001,SE_T139_091,SE_T094_001,SE_T182_007,SE_T108_001,SE_T139_001,SE_T182_002,SE_T007_013,SE_T080_002,SE_T056_001,SE_T056_002,SE_T078_001
14000US06037540700,1.41,0.94,22.59,5.57,34.98,34.51,100.0,0.443098191960735,7813.167,3462,0,0,14.71,15.45,9.92,18.6,24.33,0,100.0,0,100.0,13.39,72.89,2.31,10.91,0.5,5.57,34,1.53,0,26.14,0,100.0,55280.1536491677,34.23,33.39,0,23.67,7.71,4.71,100.0,0,0.4022,100.0,11.01,5.12,5.37,2.98,4.3,8.76,6.61,92.11,100.0,100.0,0,100.0,4.05,4.13,100.0,13.62,13536,49.68,100.0,100.0,46.22,53.78,46378,94.43,100.0,5.51,100.0,100.0,6.53,0.43,16.65,100.0,10.12,100.0
14000US06037119202,1.64,0,26.12,9.03,38.36,24.79,100.0,0.37031059603365,11790.1,4366,0.07,0,15.99,7.92,9.89,10.09,26.2,0,100.0,0.66,100.0,13.25,68.12,13.2,5.43,0,19.64,27,9.6,2.5,42.72,0,100.0,65377.2466539197,3.18,39.4,1.63,15.12,8.75,2.61,100.0,0,0.3599,100.0,9.75,3.16,10.46,4.76,1.5,3.0,24.79,79.08,100.0,100.0,0,100.0,3.62,4.81,100.0,4.59,17365,29.64,100.0,100.0,47.8,52.2,60508,79.7,100.0,6.31,100.0,100.0,3.73,0.64,2.77,100.0,3.63,100.0
14000US18089042802,7.47,0.82,31.49,23.46,6.78,29.14,100.0,1.74188374617952,3044.405,5303,0.84,0,14.21,10.45,10.38,8.56,33.93,0,100.0,2.44,100.0,11.82,68.92,11.67,7.59,0,36.59,32,2.51,0,2.23,0,100.0,98746.0831982712,2.83,91.46,7.08,5.36,5.6,0.98,100.0,0,0.3595,100.0,26.74,4.3,1.54,0.79,1.97,11.53,24.02,70.24,100.0,100.0,43.9,100.0,3.26,8.99,100.0,3.59,35446,1.78,100.0,100.0,49.59,50.41,87669,17.07,100.0,4.97,100.0,100.0,0,1.62,1.57,100.0,1.51,100.0
14000US18089042801,8.28,3.99,28.94,18.15,6.92,33.36,100.0,3.82327562907627,2457.055,9394,0.36,0,15.42,9.25,8.35,8.54,36.75,0,100.0,1.22,100.0,11.86,65.37,12.42,9.38,0.97,32.03,31,2.0,0.89,8.94,0,100.0,91515.2712100139,5.9,80.46,5.67,5.52,4.15,1.81,100.0,0,0.4223,100.0,22.98,4.59,1.98,1.81,2.89,15.25,19.62,65.63,100.0,100.0,44.87,100.0,2.35,9.94,100.0,0,35889,12.6,100.0,100.0,50.03,49.97,68772,21.88,100.0,0.5,100.0,100.0,3.17,2.69,1.75,100.0,1.34,100.0
14000US06037119201,3.66,0.04,22.33,12.03,42.27,19.44,100.0,0.365782775827533,11227.98,4107,0.23,0.75,11.07,12.71,13.46,6.28,30.49,0,100.0,1.07,100.0,8.72,75.42,10.12,5.73,0,12.0,32,7.65,0.15,14.49,0,100.0,76833.3716915995,0.02,75.75,4.49,20.26,7.89,1.95,100.0,0,0.3881,100.0,15.19,7.28,8.57,2.49,1.1,4.19,17.6,74.59,100.0,100.0,0,100.0,4.09,10.42,100.0,0,18253,23.48,100.0,100.0,48.48,51.52,65694,86.92,100.0,10.59,100.0,100.0,4.26,0.95,9.09,100.0,3.57,100.0
14000US12011090503,16.07,12.86,16.98,30.4,4.37,16.62,100.0,0.633452741865985,4327.079,2741,2.69,0,15.45,3.22,3.31,8.02,46.41,10.9,100.0,9.67,100.0,7.69,55.7,6.2,29.92,0.5,50.79,29,0,0,0,0,100.0,130988.101725704,1.57,96.06,21.8,2.19,7.92,2.37,100.0,1.93,0.4633,100.0,23.98,2.4,0.99,0,0.74,21.57,30.99,55.43,100.0,100.0,11.25,100.0,0.91,12.4,100.0,0,53124,3.81,100.0,100.0,50.67,49.33,92986,15.47,100.0,0,100.0,100.0,2.91,3.98,1.54,100.0,2.91,100.0
14000US26161410800,10.23,1.73,38.33,15.09,13.7,19.51,100.0,0.637548899840463,2650.777,1690,1.39,0,12.53,4.7,2.91,6.71,21.43,9.52,100.0,14.29,100.0,12.42,67.9,14.09,5.03,0.56,17.86,23,0.47,0,2.25,0,100.0,39272.987012987,34.79,56.09,0,9.65,5.68,6.39,100.0,7.14,0.4704,100.0,12.73,6.82,5.59,3.02,1.9,18.9,21.14,68.85,100.0,100.0,5.95,100.0,8.39,7.38,100.0,15.94,19971,68.31,100.0,100.0,54.38,45.62,25972,45.24,100.0,0.39,100.0,100.0,12.34,3.37,5.97,100.0,16.23,100.0
14000US37109071102,8.08,0.93,31.73,22.4,11.4,24.37,100.0,13.5958205211762,389.605,5297,1.09,0,13.45,6.39,7.14,7.45,31.49,3.48,100.0,16.52,100.0,7.33,76.75,5.69,10.24,0,33.48,30,1.25,0.28,0,0.25,100.0,87746.4894684052,1.36,95.15,5.62,7.99,9.36,1.72,100.0,0,0.4068,100.0,15.6,2.63,4.04,2.16,0.94,21.18,16.16,76.38,100.0,100.0,35.65,100.0,4.12,14.35,100.0,0,33797,15.5,100.0,100.0,51.84,48.16,68300,10.87,100.0,3.36,100.0,100.0,1.55,1.06,0.9,100.0,2.86,100.0
14000US12057002800,8.11,1.13,28.76,29.85,4.03,25.94,100.0,0.656092228998744,4584.721,3008,2.17,0,17.68,5.6,4.77,3.3,26.85,0,100.0,0,100.0,11.2,66.12,3.95,18.74,0,2.54,20,2.16,1.1,0.57,0,100.0,80796.495152871,13.5,82.38,8.43,13.43,6.42,0.3,100.0,0,0.4956,100.0,14.69,4.66,0.94,1.36,3.42,18.39,21.98,60.68,100.0,100.0,14.41,100.0,5.66,12.26,100.0,50.67,36771,20.73,100.0,100.0,49.97,50.03,61563,83.05,100.0,0.45,100.0,100.0,2.09,2.19,2.39,100.0,9.69,100.0
14000US37109071101,5.61,1.71,35.67,18.83,6.05,30.01,100.0,18.390872853465,309.447,5691,2.12,0,9.74,4.17,8.69,2.85,30.41,0,100.0,0,100.0,7.48,78.58,3.27,10.67,0,24.32,31,2.18,0,0,0,100.0,77451.1546840959,1.7,95.06,7.45,12.83,4.99,1.05,100.0,0,0.4895,100.0,16.64,3.93,6.36,0.59,2.92,14.64,20.79,65.63,100.0,100.0,27.7,100.0,2.92,22.39,100.0,4.77,31740,31.02,100.0,100.0,52.89,47.11,49409,47.97,100.0,0.83,100.0,100.0,0.74,1.83,0.31,100.0,10.33,100.0
14000US06081604000,8.38,3.25,32.96,23.69,5.47,24.33,100.0,0.353287351138306,9139.869,3229,1.92,0,18.32,3.34,5.01,5.32,28.11,1.85,100.0,0,100.0,16.89,68.19,4.21,10.71,0,65.89,27,25.58,0.19,2.35,0.46,100.0,130542.162162162,0.74,63.77,14.95,3.62,5.7,6.91,100.0,5.42,0.424,100.0,26.67,4.58,3.28,2.04,1.86,18.13,24.2,67.38,100.0,100.0,13.92,100.0,2.91,11.01,100.0,0,45716,20.18,100.0,100.0,51.16,48.84,105227,12.93,100.0,0.9,100.0,100.0,4.32,3.53,1.35,100.0,1.71,100.0
14000US36065025500,10.9,1.12,38.97,16.78,5.15,26.49,100.0,31.4763342532861,138.7709,4368,0.59,0.82,11.99,2.71,11.65,3.22,36.19,0,100.0,5.03,100.0,23.39,46.39,14.27,15.61,0.34,49.69,21,1.53,0.25,0,0,100.0,81180.9863339275,1.92,94.07,4.75,6.46,5.47,2.22,100.0,0,0.3946,100.0,34.17,6.96,2.32,1.89,4.21,16.6,25.8,63.12,100.0,100.0,45.28,100.0,3.35,8.47,100.0,0,32187,16.22,100.0,100.0,48.35,51.65,65546,0,100.0,1.54,100.0,100.0,3.62,1.3,0.42,100.0,3.15,100.0
14000US18089040401,11.92,3.84,25.15,27.75,7.29,21.81,100.0,1.80283229111486,2752.336,4962,2.23,0,9.61,5.22,8.64,5.44,40.83,0,100.0,9.39,100.0,11.1,67.44,11.54,9.92,0,28.18,28,1.53,0,3.49,0,100.0,89468.7772925764,1.37,91.03,6.17,7.77,5.4,2.58,100.0,0,0.3818,100.0,27.62,5.7,2.94,0.48,1.54,21.98,27.73,61.18,100.0,100.0,36.46,100.0,2.37,8.34,100.0,11.36,34352,8.46,100.0,100.0,50.87,49.13,73750,25.97,100.0,0,100.0,100.0,4.26,6.71,1.04,100.0,3.28,100.0
14000US18089040403,9.03,1.99,28.99,24.4,7.69,25.5,100.0,1.20377932252968,5029.161,6054,2.39,0,17.3,5.04,7.6,4.8,34.65,3.43,100.0,0,100.0,14.16,63.5,10.98,11.36,0,16.06,28,1.24,0,10.03,0.23,100.0,89316.5758401453,0,85.6,3.81,5.12,3.2,2.91,100.0,0,0.3794,100.0,26.98,1.8,3.11,1.66,1.83,20.3,23.45,60.46,100.0,100.0,38.33,100.0,2.83,10.29,100.0,0,32899,14.44,100.0,100.0,49.19,50.81,76429,42.18,100.0,1.36,100.0,100.0,4.18,2.2,0.95,100.0,2.09,100.0
14000US18089040402,14.86,7.28,19.8,33.57,3.52,16.24,100.0,1.73838990759803,2464.925,4285,4.74,0,7.81,2.31,4.85,0.88,29.0,9.36,100.0,2.84,100.0,10.16,63.83,11.22,14.78,0,58.87,31,12.09,1.45,0.28,0,100.0,164882.138284251,5.41,78.37,30.86,3.17,3.73,2.4,100.0,0,0.4548,100.0,21.7,2.08,0,0,1.57,26.74,35.43,71.13,100.0,100.0,19.57,100.0,2.59,15.75,100.0,0,61223,4.42,100.0,100.0,51.93,48.07,127857,9.36,100.0,1.6,100.0,100.0,1.79,1.8,0,100.0,3.27,100.0
14000US48141000207,1.74,0.22,39.52,8.56,26.0,22.88,100.0,0.740323121188206,6790.278,5027,1.09,0,17.0,9.54,11.73,6.68,24.68,0,100.0,0,100.0,22.9,68.01,3.31,5.78,0,8.29,30,2.07,0.32,5.11,0,100.0,41520.8015267176,5.39,84.54,0,22.69,8.79,2.57,100.0,0,0.4084,100.0,9.8,5.95,3.14,8.25,1.57,7.52,17.45,59.24,100.0,100.0,4.58,100.0,3.09,8.08,100.0,4.74,13727,41.48,100.0,100.0,56.95,43.05,34766,87.13,100.0,0,100.0,100.0,2.67,0.58,10.37,100.0,10.43,100.0
14000US26099245300,9.0,1.46,35.51,15.49,11.08,25.98,100.0,1.16163742843596,3605.256,4188,1.49,0,11.82,10.4,3.7,3.56,47.41,0,100.0,51.67,100.0,13.15,62.73,15.53,8.59,0,0,22,0,0,0,0,100.0,63008.8888888889,11.51,87.77,2.77,3.37,2.77,0.72,100.0,0,0.4119,100.0,27.41,3.7,1.04,3.37,0.47,18.04,26.88,65.28,100.0,100.0,48.33,100.0,1.42,15.57,100.0,22.34,30892,20.64,100.0,100.0,50.93,49.07,50417,0,100.0,0.84,100.0,100.0,9.43,1.86,4.05,100.0,5.14,100.0
14000US48141000205,1.12,0.3,30.74,9.56,25.1,32.76,100.0,0.762248319297232,5440.484,4147,0.43,0,16.75,4.48,9.55,10.26,26.64,3.18,100.0,0,100.0,24.81,65.0,5.78,4.42,0,5.7,24,1.13,0,3.47,0,100.0,33762.9235880399,6.56,86.95,0,24.76,9.02,1.88,100.0,0,0.4124,100.0,8.84,3.57,12.66,1.04,4.87,8.18,10.06,42.02,100.0,100.0,3.4,100.0,11.43,7.14,100.0,17.47,13131,68.37,100.0,100.0,56.5,43.5,26202,87.73,100.0,0.53,100.0,100.0,18.67,0.43,9.04,100.0,14.49,100.0
14000US48141000204,5.79,0.26,38.57,8.01,13.44,33.93,100.0,1.02204797860067,4846.152,4953,0,0,14.83,8.62,6.16,12.46,34.23,4.33,100.0,0,100.0,21.03,70.16,4.59,3.69,0.52,3.18,23,0.5,0,3.67,0,100.0,53537.5822860563,7.93,83.73,0.48,19.68,9.83,4.16,100.0,0,0.3949,100.0,24.78,2.75,2.18,3.74,6.54,12.98,14.26,53.25,100.0,100.0,15.54,100.0,1.75,13.74,100.0,0,19399,44.7,100.0,100.0,54.92,45.08,43576,76.94,100.0,0.6,100.0,100.0,6.64,1.51,9.46,100.0,4.97,100.0
14000US22089062900,1.73,0.26,34.96,14.86,10.6,37.27,100.0,4.42790661578355,558.9549,2475,0.31,0.35,22.28,5.18,10.62,9.33,32.43,0,100.0,0,100.0,16.75,71.16,5.44,6.65,0,29.73,27,0,0.57,0,0.16,100.0,64406.5458207452,8.32,90.02,1.01,11.94,5.21,0.93,100.0,0,0.3209,100.0,22.26,5.96,2.33,0.43,2.33,10.19,19.6,65.42,100.0,100.0,27.03,100.0,0.78,10.62,100.0,27.78,26831,24.57,100.0,100.0,48.44,51.56,58257,43.24,100.0,0.81,100.0,100.0,5.34,2.3,1.41,100.0,0,100.0
14000US36037951000,6.03,0.37,30.97,8.89,10.26,43.47,100.0,1.14488368285876,2190.615,2508,0,0,12.18,11.23,7.93,9.82,32.5,21.57,100.0,0,100.0,14.38,71.48,6.99,7.15,0,9.8,19,0.48,1.04,1.87,0,100.0,45457.8458681523,10.09,77.03,0.84,12.35,4.27,9.49,100.0,0,0.4356,100.0,10.77,12.18,4.56,5.34,3.85,6.21,15.16,65.85,100.0,100.0,68.63,100.0,2.59,8.96,100.0,15.54,19708,50.51,100.0,100.0,50.28,49.72,37977,0,100.0,0,100.0,100.0,23.58,1.83,3.62,100.0,14.11,100.0
14000US26163585900,2.69,0,29.9,5.94,17.13,44.34,100.0,2.93246648247019,1013.822,2973,0,0,17.85,12.5,3.14,20.6,38.1,0,100.0,0,100.0,13.29,76.42,5.58,4.32,0.39,0,21,0,0,2.93,0,100.0,40466.4305949008,30.84,64.41,0,16.18,3.7,1.82,100.0,0,0.4383,100.0,25.14,3.14,0.79,4.01,6.45,7.08,9.2,49.25,100.0,100.0,100.0,100.0,2.12,13.13,100.0,0,19869,57.72,100.0,100.0,49.68,50.32,29914,0,100.0,0.71,100.0,100.0,16.86,1.75,3.97,100.0,10.84,100.0
14000US18089010900,2.96,0.99,32.57,0,23.03,40.46,100.0,0.382817603788126,2220.379,850,0,0,11.76,5.46,0,7.98,49.86,0,100.0,100.0,100.0,15.55,74.37,7.14,2.94,0,0,27,0,0,1.41,0,100.0,30984.9315068493,96.59,2.0,0,21.53,3.76,0,100.0,0,0.4735,100.0,22.47,0,7.98,22.69,10.92,2.94,21.01,30.9,100.0,100.0,0,100.0,9.24,0,100.0,4.55,14218,36.16,100.0,100.0,64.71,35.29,22938,0,100.0,0,100.0,100.0,13.42,3.88,2.47,100.0,27.4,100.0
14000US48141000208,2.69,0,26.18,7.66,22.15,41.31,100.0,1.63089056783275,2625.559,4282,0,0,18.07,8.98,11.81,11.87,26.94,0,100.0,0,100.0,15.36,70.48,2.35,10.66,1.14,5.31,25,2.87,3.13,1.4,0,100.0,47852.9176658673,5.67,86.36,0.96,32.64,10.16,0.56,100.0,0,0.374,100.0,10.31,9.1,6.2,2.05,3.31,4.58,7.23,67.25,100.0,100.0,1.63,100.0,11.2,5.6,100.0,0,14915,31.65,100.0,100.0,48.65,51.35,42393,93.06,100.0,2.88,100.0,100.0,5.92,0.47,5.52,100.0,10.39,100.0
14000US48239950100,2.24,1.34,33.79,12.8,14.83,34.61,100.0,376.483696449559,14.59027,5493,0.4,0.91,8.2,11.13,26.71,5.52,31.43,0,100.0,0,100.0,14.22,74.07,3.5,7.79,0.41,0.67,24,0.13,0,3.62,0,100.0,72848.4414920797,1.88,92.35,2.81,19.43,6.03,2.02,100.0,0,0.3973,100.0,19.52,5.44,3.5,2.6,0.99,11.42,15.83,44.22,100.0,100.0,0,100.0,2.02,5.73,100.0,12.75,27267,23.51,100.0,100.0,51.74,48.26,60446,99.33,100.0,0.15,100.0,100.0,2.35,2.84,0,100.0,5.52,100.0
14000US28013950300,3.48,0,26.99,6.91,24.68,37.8,100.0,210.192269616693,14.43916,3035,0.14,1.96,16.84,21.75,4.91,8.75,39.6,0,100.0,0,100.0,18.07,73.02,2.86,6.05,0,0,28,0,0,0,0,100.0,42389.9598393574,32.88,64.91,0,8.98,4.48,2.21,100.0,0,0.4157,100.0,20.8,1.23,2.04,2.62,0.9,11.94,17.99,35.47,100.0,100.0,0,100.0,2.7,6.38,100.0,0,18300,20.96,100.0,100.0,54.99,45.01,33205,100.0,100.0,1.69,100.0,100.0,4.42,3.49,0.4,100.0,12.05,100.0
14000US37079950101,1.76,0,30.21,9.0,26.44,32.59,100.0,80.6821776780433,50.49442,4074,0,6.07,15.44,12.52,15.72,6.73,34.15,0,100.0,0,100.0,13.4,71.32,5.74,9.54,0,0,27,0,0.12,7.54,0,100.0,50096.6381015162,28.72,57.24,2.5,22.88,4.64,6.38,100.0,0,0.4552,100.0,17.4,2.7,2.81,3.53,3.7,10.2,10.59,57.73,100.0,100.0,2.12,100.0,3.14,6.84,100.0,6.42,21560,24.98,100.0,100.0,43.45,56.55,34635,97.88,100.0,2.31,100.0,100.0,8.44,1.79,4.22,100.0,8.83,100.0
14000US19017004100,8.07,0.09,32.02,24.08,5.94,28.99,100.0,10.5770080788019,331.0955,3502,0.81,1.75,15.53,7.46,7.46,3.4,31.52,12.5,100.0,0,100.0,11.78,69.08,11.63,7.51,0,0,16,0,0.8,0.29,0,100.0,95972.8005865103,1.8,94.55,6.01,1.32,6.03,2.57,100.0,0,0.3947,100.0,23.09,5.3,3.29,1.18,1.18,18.52,22.99,59.86,100.0,100.0,87.5,100.0,1.08,10.85,100.0,3.13,37310,17.45,100.0,100.0,49.94,50.06,80094,0,100.0,1.25,100.0,100.0,0.95,0.74,2.86,100.0,1.32,100.0
14000US19113002600,4.93,0,33.41,8.93,13.33,38.7,100.0,0.970022641031541,2830.862,2746,0.7,0,12.36,4.5,17.43,4.91,30.03,45.83,100.0,0,100.0,4.91,74.96,13.01,5.56,1.55,54.17,20,0.47,0.69,0.22,0,100.0,45747.5903614458,8.74,86.49,0,12.5,7.14,3.39,100.0,0,0.4035,100.0,11.79,5.97,6.55,0.74,0,5.81,21.03,79.51,100.0,100.0,0,100.0,4.09,16.61,100.0,20.78,19519,47.07,100.0,100.0,43.81,56.19,36548,0,100.0,0.34,100.0,100.0,12.65,2.0,1.2,100.0,13.34,100.0
14000US06065048100,10.0,2.19,37.72,25.02,6.81,16.89,100.0,25.1917089963351,284.5778,7169,1.36,0,16.45,2.06,5.19,3.81,24.75,2.17,100.0,2.17,100.0,15.44,64.95,5.52,14.09,0,63.48,38,14.02,0,4.73,0,100.0,117321.313131313,3.26,71.32,13.23,6.7,4.58,6.67,100.0,0,0.384,100.0,10.0,4.79,0.28,0.95,1.53,20.1,29.07,87.32,100.0,100.0,6.7,100.0,3.07,12.71,100.0,1.2,33780,13.54,100.0,100.0,54.0,46.0,104231,25.48,100.0,6.77,100.0,100.0,2.22,0.61,0,100.0,3.18,100.0
14000US29133950300,1.54,1.06,24.59,14.04,18.75,40.02,100.0,203.102148735824,9.290892,1887,0,1.45,8.3,5.53,21.61,8.04,40.54,0,100.0,0,100.0,17.0,54.41,2.9,25.69,0,0,21,0,0.58,0.48,0,100.0,58687.1468926554,7.53,90.94,2.54,12.08,5.99,0.48,100.0,0,0.4685,100.0,15.25,1.19,3.56,3.03,0.66,14.89,17.52,54.99,100.0,100.0,0,100.0,4.48,9.75,100.0,0,21747,19.35,100.0,100.0,51.25,48.75,41149,100.0,100.0,1.84,100.0,100.0,2.68,1.22,0,100.0,4.38,100.0
14000US26093730102,8.73,3.3,45.62,17.79,2.92,21.65,100.0,10.7218180161452,367.1019,3936,0,0,12.43,5.36,7.37,3.09,31.75,0,100.0,17.14,100.0,10.47,72.67,3.87,12.94,0.05,42.86,30,1.35,0,0.15,0,100.0,88980.8495320374,0.08,98.25,4.46,6.22,5.54,0.18,100.0,0,0.3387,100.0,25.2,2.37,3.2,1.29,2.11,22.59,21.09,73.5,100.0,100.0,20.0,100.0,1.24,17.84,100.0,1.57,31894,4.1,100.0,100.0,51.5,48.5,80274,20.0,100.0,3.53,100.0,100.0,2.66,2.01,0.72,100.0,1.87,100.0
14000US18015959600,4.32,1.07,28.73,7.1,18.26,38.86,100.0,4.61645536581637,733.4632,3386,1.67,1.71,12.62,18.26,10.06,6.99,39.45,0,100.0,0,100.0,13.12,76.89,6.78,3.21,0,0,22,0,0.59,2.24,0,100.0,49959.9386032233,1.27,94.42,0.69,13.2,6.23,1.48,100.0,0,0.4016,100.0,20.49,7.35,3.21,6.85,1.28,10.91,11.84,59.44,100.0,100.0,6.6,100.0,1.71,7.2,100.0,0,20131,31.31,100.0,100.0,52.36,47.64,40256,93.4,100.0,0.38,100.0,100.0,8.6,4.49,1.0,100.0,5.22,100.0
14000US26093730101,6.06,0,34.75,24.23,6.78,27.26,100.0,12.1568161705769,226.4573,2753,0.92,0,15.09,4.1,9.81,8.14,29.5,0,100.0,49.18,100.0,10.36,71.91,7.93,9.81,0,22.95,34,0.51,0,0,0,100.0,97591.8219461698,0.04,99.06,4.87,2.29,5.01,0.4,100.0,0,0.3392,100.0,18.32,1.6,3.34,1.74,1.67,22.67,19.12,72.2,100.0,100.0,16.39,100.0,4.24,8.48,100.0,0,34473,7.66,100.0,100.0,48.46,51.54,79904,11.48,100.0,5.28,100.0,100.0,3.21,2.07,1.14,100.0,0.52,100.0
14000US49043964202,7.47,1.15,32.85,22.82,4.23,31.12,100.0,84.9151548192501,33.63357,2856,0.37,1.73,11.48,2.44,13.79,6.67,19.74,0,100.0,0,100.0,17.51,67.35,2.95,12.19,0,1.82,27,0.25,0,0,0,100.0,77106.2753036437,0,99.75,5.57,13.74,9.1,0,100.0,0,0.3594,100.0,10.43,6.61,4.81,1.22,5.0,20.53,15.84,74.44,100.0,100.0,12.73,100.0,3.46,6.41,100.0,0,27097,22.77,100.0,100.0,46.71,53.29,66875,85.45,100.0,8.3,100.0,100.0,0.71,1.09,0.4,100.0,1.21,100.0
14000US49043964203,0,0,14.89,14.89,21.28,48.94,100.0,924.476030004772,0.2033584,188,0,0,37.74,0,0,0,50.6,0,100.0,0,100.0,62.26,37.74,0,0,0,0,0,0,0,31.38,0,100.0,50233.734939759,0,68.62,0,32.45,0,0,100.0,0,0.319,100.0,9.64,22.64,0,0,0,0,24.53,66.0,100.0,100.0,0,100.0,0,15.09,100.0,0,21790,39.76,100.0,100.0,49.47,50.53,42212,0,100.0,0,100.0,0,0,0,0,100.0,0,100.0
14000US21015070308,9.25,2.35,38.33,22.23,4.71,21.11,100.0,4.03574225054325,2850.281,11503,2.03,0,15.4,4.41,5.09,8.99,28.58,10.52,100.0,2.34,100.0,10.0,73.92,7.6,8.26,0.21,72.08,22,5.55,0,0.22,0,100.0,85778.8474731306,3.03,88.21,7.18,5.64,6.63,2.99,100.0,0,0.3746,100.0,22.36,2.31,1.7,0.24,1.86,21.06,22.53,75.06,100.0,100.0,6.23,100.0,3.56,12.85,100.0,0,33278,36.45,100.0,100.0,49.29,50.71,72288,2.21,100.0,0,100.0,100.0,1.07,0.7,2.33,100.0,1.21,100.0
14000US21015070309,18.27,2.36,35.99,23.97,3.24,15.96,100.0,2.82499725867456,2270.091,6413,0.21,0,13.37,5.95,5.21,4.12,18.84,1.19,100.0,5.46,100.0,14.61,73.11,5.54,6.75,0,77.43,25,6.85,0.23,0.37,0,100.0,112101.408450704,1.57,90.43,10.2,3.73,5.11,0.55,100.0,0,0.3272,100.0,17.1,3.77,2.09,1.89,1.21,17.38,26.98,80.3,100.0,100.0,4.04,100.0,6.72,11.31,100.0,0,35911,10.73,100.0,100.0,52.0,48.0,99719,11.88,100.0,2.19,100.0,100.0,0.39,0.67,0,100.0,1.26,100.0
14000US06081611200,12.57,4.3,34.18,29.11,3.2,13.38,100.0,0.434984640855479,6669.201,2901,3.25,0,9.12,3.72,6.93,4.96,32.89,0,100.0,0,100.0,12.84,57.11,20.42,9.63,0,23.25,23,3.65,0,4.41,0,100.0,141487.653157399,0.14,84.32,20.45,1.28,5.38,7.48,100.0,8.12,0.3813,100.0,17.15,0.95,0.58,0,5.25,18.02,37.27,71.74,100.0,100.0,20.3,100.0,4.6,8.61,100.0,0,52714,16.97,100.0,100.0,50.98,49.02,133203,48.34,100.0,2.07,100.0,100.0,0.94,2.38,0.75,100.0,1.51,100.0
14000US21015070307,9.14,3.19,39.18,27.5,3.85,16.75,100.0,7.90029915196518,1500.956,11858,0.4,0,11.99,5.19,6.15,2.81,24.35,2.72,100.0,16.16,100.0,12.14,75.11,6.2,6.55,0,64.46,28,2.89,0,0.09,0,100.0,103061.873795761,2.61,93.08,7.54,2.34,7.77,1.32,100.0,0,0.3565,100.0,14.6,4.43,2.73,2.5,1.67,20.72,29.1,80.66,100.0,100.0,16.67,100.0,1.62,11.08,100.0,0,36006,11.46,100.0,100.0,50.13,49.87,87500,0,100.0,1.9,100.0,100.0,1.18,0.96,0.96,100.0,3.93,100.0
14000US21015070305,6.72,0.32,40.32,19.86,5.53,25.56,100.0,2.35286456925669,2436.604,5733,1.69,0,22.29,6.86,5.56,7.19,24.16,0,100.0,0,100.0,5.08,82.44,7.9,4.58,0,9.42,21,0.78,1.19,0,0,100.0,72705.1331532227,1.55,92.71,3.28,6.67,5.3,3.77,100.0,0,0.4072,100.0,16.79,4.46,0,1.99,0,13.19,18.54,73.62,100.0,100.0,43.48,100.0,4.13,15.78,100.0,0,33935,33.73,100.0,100.0,54.4,45.6,55020,47.1,100.0,0.93,100.0,100.0,0.85,2.3,3.09,100.0,3.36,100.0
14000US08005007104,6.18,0,40.35,27.45,3.36,19.87,100.0,21.5788984350507,259.8835,5608,2.79,0,18.71,0.95,7.08,3.25,9.6,15.58,100.0,0,100.0,22.27,57.3,6.36,14.07,0,22.33,23,1.93,0.23,3.87,0.11,100.0,98491.4807302231,13.59,67.58,8.05,7.86,10.98,12.7,100.0,0,0.3239,100.0,14.2,3.16,1.04,3.34,4.96,20.74,22.81,79.83,100.0,100.0,3.95,100.0,2.52,11.45,100.0,0.84,27771,35.29,100.0,100.0,42.1,57.9,86094,58.14,100.0,2.7,100.0,100.0,1.56,0.3,0.68,100.0,1.56,100.0
14000US17137951500,5.92,2.34,22.48,18.97,6.88,43.41,100.0,182.879772415934,17.89154,3272,0,1.67,13.73,11.28,9.07,7.88,31.69,0,100.0,0,100.0,15.46,58.33,10.57,15.1,0.54,48.39,24,0.92,0,0,0,100.0,76750.9554140127,0.21,97.98,3.82,7.18,5.35,0.89,100.0,0,0.4038,100.0,20.94,4.0,4.48,2.03,2.03,20.54,15.4,51.66,100.0,100.0,29.03,100.0,2.45,5.43,100.0,9.3,29422,11.07,100.0,100.0,49.45,50.55,65000,22.58,100.0,1.43,100.0,100.0,2.15,1.19,0.72,100.0,3.11,100.0
